,Country,Job_title,Rural,Percentage,Quantity
110,Belgium,Database Architect,urban,0.01%,1
111,Belgium,Database Consultant,rural,0.01%,1
112,Belgium,Database Consultant,urban,0.01%,1
113,Belgium,Database Coordinator,urban,0.01%,1
114,Belgium,Database Design Analyst,rural,0.01%,1
115,Belgium,Database Designer,urban,0.02%,2
116,Belgium,Database Development and Administration Project Manager,urban,0.01%,1
117,Belgium,Database Engineer,rural,0.01%,1
118,Belgium,Database Engineer,urban,0.02%,2
119,Belgium,Database Management System Specialist (DBMS Specialist),rural,0.01%,1
120,Belgium,Database Management System Specialist (DBMS Specialist),urban,0.01%,1
121,Belgium,Database Manager,rural,0.01%,1
122,Belgium,Database Manager,urban,0.02%,2
123,Belgium,Database Marketing Analyst,rural,0.01%,1
124,Belgium,Database Marketing Analyst,urban,0.01%,1
125,Belgium,Database Security Administrator,urban,0.01%,1
126,Belgium,Database Software Technician,rural,0.01%,1
127,Belgium,Database Tester,urban,0.02%,2
128,Belgium,Director of Data Operations,rural,0.01%,1
129,Belgium,Director of Data Operations,urban,0.02%,2
130,Belgium,Electronic Data Processing Auditor (EDP Auditor),rural,0.01%,1
131,Belgium,Field Artillery Automated Tactical Data System Specialist,rural,0.01%,1
132,Belgium,Flight Data Technician,urban,0.01%,1
133,Belgium,Geographic Information Systems Data Manager (GIS Data Manager),rural,0.01%,1
134,Belgium,Geographic Information Systems Data Manager (GIS Data Manager),urban,0.02%,2
135,Belgium,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,0.02%,2
136,Belgium,Head of Information Systems and Data Processing,urban,0.01%,1
137,Belgium,Health Data Analyst,rural,0.02%,2
138,Belgium,Health Data Analyst,urban,0.01%,1
139,Belgium,Log Data Technician,rural,0.01%,1
140,Belgium,Marketing Database Analyst,urban,0.01%,1
141,Belgium,Medical Data Analyst,rural,0.01%,1
142,Belgium,Oracle Database Administrator (Oracle DBA),urban,0.01%,1
143,Belgium,Reference Data Expert,urban,0.01%,1
144,Belgium,SQL Database Administrator,urban,0.01%,1
145,Belgium,Unemployed,rural,0.36%,30
146,Belgium,Unemployed,urban,0.56%,46
147,Bulgaria,Automatic Data Processing Planner,urban,0.01%,1
148,Bulgaria,Automatic Data Processing Planner (ADP Planner),urban,0.01%,1
149,Bulgaria,Business Database Analyst,urban,0.01%,1
150,Bulgaria,Clinical Data Management Associate Director,urban,0.01%,1
151,Bulgaria,Clinical Data Manager,urban,0.01%,1
152,Bulgaria,Computer or Data Processing Systems Consultant,urban,0.01%,1
153,Bulgaria,Data Abstractor,urban,0.01%,1
154,Bulgaria,Data Administrator,urban,0.02%,2
155,Bulgaria,Data Architect,urban,0.02%,2
156,Bulgaria,Data Base Design Analyst,urban,0.01%,1
157,Bulgaria,Data Center Manager,urban,0.01%,1
158,Bulgaria,Data Center Operator,urban,0.01%,1
159,Bulgaria,Data Communications Analyst,urban,0.01%,1
160,Bulgaria,Data Compiler,urban,0.01%,1
161,Bulgaria,Data Control Assistant,urban,0.01%,1
162,Bulgaria,Data Coordinator,urban,0.01%,1
163,Bulgaria,Data Management Associate,urban,0.01%,1
164,Bulgaria,Data Management Information Technology Specialist,rural,0.01%,1
165,Bulgaria,Data Miner,urban,0.02%,2
166,Bulgaria,Data Modeling Specialist,urban,0.01%,1
167,Bulgaria,Data Officer,urban,0.01%,1
168,Bulgaria,Data Operations Director,urban,0.01%,1
169,Bulgaria,Data Processing Auditor,rural,0.01%,1
170,Bulgaria,Data Processing Auditor,urban,0.01%,1
171,Bulgaria,Data Processing Manager,urban,0.04%,3
172,Bulgaria,Data Processing Systems Analyst,urban,0.02%,2
173,Bulgaria,Data Recovery Planner,urban,0.01%,1
174,Bulgaria,Data Reduction Technician,urban,0.01%,1
175,Bulgaria,Data Security Administrator,urban,0.01%,1
176,Bulgaria,Data Security Analyst,urban,0.01%,1
177,Bulgaria,Data Storage Specialist,urban,0.01%,1
178,Bulgaria,Data Systems Manager,urban,0.01%,1
179,Bulgaria,Data Warehouse Architect,urban,0.04%,3
180,Bulgaria,Data Warehouse Developer,urban,0.02%,2
181,Bulgaria,Data Warehouse Specialist,urban,0.06%,5
182,Bulgaria,Data Warehousing Engineer,urban,0.01%,1
183,Bulgaria,Data Warehousing Specialist,urban,0.02%,2
184,Bulgaria,Database Administration Associate,urban,0.02%,2
185,Bulgaria,Database Administration Manager,urban,0.01%,1
186,Bulgaria,Database Analyst,urban,0.01%,1
187,Bulgaria,Database Architect,urban,0.01%,1
188,Bulgaria,Database Consultant,urban,0.01%,1
189,Bulgaria,Database Coordinator,urban,0.01%,1
190,Bulgaria,Database Design Analyst,urban,0.01%,1
191,Bulgaria,Database Designer,urban,0.02%,2
192,Bulgaria,Database Development Project Manager,urban,0.01%,1
193,Bulgaria,Database Modeler,urban,0.02%,2
194,Bulgaria,Database Security Administrator,urban,0.01%,1
195,Bulgaria,Database Security Expert,urban,0.01%,1
196,Bulgaria,Database Software Technician,urban,0.02%,2
197,Bulgaria,Database Tester,rural,0.01%,1
198,Bulgaria,Database Tester,urban,0.01%,1
199,Bulgaria,Director of Data Operations,urban,0.01%,1
200,Bulgaria,Electronic Data Processing Auditor (EDP Auditor),urban,0.01%,1
201,Bulgaria,"Engineer, System Electronic Data Processing (Engineer, System EDP)",urban,0.04%,3
202,Bulgaria,Geographic Information Systems Data Administrator (GIS Data Administrator),urban,0.01%,1
203,Bulgaria,Geographic Information Systems Data Manager (GIS Data Manager),rural,0.01%,1
204,Bulgaria,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,0.05%,4
205,Bulgaria,Geographic Information Systems Database Administrator (GIS Database Administrator),urban,0.02%,2
206,Bulgaria,Head of Information Systems and Data Processing,urban,0.04%,3
207,Bulgaria,Internet Database Specialist,urban,0.05%,4
208,Bulgaria,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",rural,0.01%,1
209,Bulgaria,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",urban,0.01%,1
210,Bulgaria,SCADA Technician (Supervisory Control and Data Acquisition Technician),urban,0.01%,1
211,Bulgaria,SQL Database Administrator,urban,0.02%,2
212,Bulgaria,Survey Data Technician,urban,0.01%,1
213,Bulgaria,Unemployed,rural,0.07%,6
214,Bulgaria,Unemployed,urban,0.47%,39
215,Croatia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),urban,0.01%,1
216,Croatia,Clinical Data Abstractor,urban,0.01%,1
217,Croatia,Clinical Data Management Associate Director,urban,0.01%,1
218,Croatia,Computer or Data Processing Systems Consultant,urban,0.02%,2
219,Croatia,Data Administrator,rural,0.01%,1
220,Croatia,Data Analysis Assistant,rural,0.01%,1
221,Croatia,Data Coordinator,rural,0.01%,1
222,Croatia,Data Entry Associate,urban,0.01%,1
223,Croatia,Data Management Associate,urban,0.01%,1
224,Croatia,Data Management Information Technology Specialist,urban,0.01%,1
225,Croatia,Data Modeling Specialist,urban,0.01%,1
226,Croatia,Data Officer,urban,0.01%,1
227,Croatia,Data Operations Director,urban,0.01%,1
228,Croatia,Data Processing Manager,urban,0.01%,1
229,Croatia,Data Processing Systems Project Planner,urban,0.01%,1
230,Croatia,Data Security Administrator,rural,0.01%,1
231,Croatia,Data Security Administrator,urban,0.01%,1
232,Croatia,Data Storage Specialist,urban,0.02%,2
233,Croatia,Data Systems Manager,urban,0.02%,2
234,Croatia,Data Warehouse Developer,rural,0.01%,1
235,Croatia,Data Warehouse Specialist,urban,0.01%,1
236,Croatia,Database Coordinator,urban,0.01%,1
237,Croatia,Database Design Analyst,urban,0.02%,2
238,Croatia,Database Designer,urban,0.01%,1
239,Croatia,Database Engineer,urban,0.01%,1
240,Croatia,Database Modeler,urban,0.02%,2
241,Croatia,Database Security Administrator,urban,0.04%,3
242,Croatia,Database Security Expert,urban,0.01%,1
243,Croatia,Database Specialist,urban,0.01%,1
244,Croatia,Database Tester,urban,0.01%,1
245,Croatia,Electronic Data Interchange System Developer (EDI System Developer),urban,0.01%,1
246,Croatia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",urban,0.01%,1
247,Croatia,Geographic Information Systems Data Administrator (GIS Data Administrator),urban,0.01%,1
248,Croatia,Geographic Information Systems Data Manager (GIS Data Manager),urban,0.02%,2
249,Croatia,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,0.02%,2
250,Croatia,Geographic Information Systems Database Administrator (GIS Database Administrator),urban,0.01%,1
251,Croatia,Head of Information Systems and Data Processing,urban,0.01%,1
252,Croatia,Internet Database Specialist,urban,0.02%,2
253,Croatia,"Operations Officer, Afloat (Naval Tactical Data Systems)",urban,0.01%,1
254,Croatia,Unemployed,rural,0.13%,11
255,Croatia,Unemployed,urban,0.33%,27
256,Cyprus,Clinical Trials Data Coordinator,urban,0.01%,1
257,Cyprus,Data Communications Analyst,urban,0.01%,1
258,Cyprus,Data Management Associate,urban,0.01%,1
259,Cyprus,Data Modeling Specialist,urban,0.01%,1
260,Cyprus,Data Systems Manager,urban,0.01%,1
261,Cyprus,Data Warehousing Specialist,urban,0.01%,1
262,Cyprus,Database Administrator (DBA),urban,0.01%,1
263,Cyprus,Head of Information Systems and Data Processing,urban,0.01%,1
264,Cyprus,Unemployed,urban,0.06%,5
265,Czechia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),rural,0.02%,2
266,Czechia,Automatic Data Processing Planner,urban,0.02%,2
267,Czechia,Automatic Data Processing Planner (ADP Planner),urban,0.01%,1
268,Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),rural,0.01%,1
269,Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),urban,0.02%,2
270,Czechia,Clinical Data Coordinator,urban,0.01%,1
271,Czechia,Computer or Data Processing Systems Consultant,rural,0.01%,1
272,Czechia,Computer or Data Processing Systems Consultant,urban,0.02%,2
273,Czechia,Data Acquisition Technician,rural,0.01%,1
274,Czechia,Data Administrator,urban,0.02%,2
275,Czechia,Data Architect,rural,0.01%,1
276,Czechia,Data Architect,urban,0.01%,1
277,Czechia,Data Center Operator,urban,0.01%,1
278,Czechia,Data Collection Technician,rural,0.01%,1
279,Czechia,Data Communications Analyst,urban,0.01%,1
280,Czechia,Data Communications Software Consultant,urban,0.01%,1
281,Czechia,Data Control Assistant,urban,0.01%,1
282,Czechia,Data Coordinator,urban,0.01%,1
283,Czechia,Data Entry Machine Operator,rural,0.01%,1
284,Czechia,Data Entry Specialist,urban,0.01%,1
285,Czechia,Data Keyer,urban,0.01%,1
286,Czechia,Data Management Associate,rural,0.01%,1
287,Czechia,Data Management Information Technology Specialist,urban,0.01%,1
288,Czechia,Data Manager,urban,0.01%,1
289,Czechia,Data Miner,rural,0.01%,1
290,Czechia,Data Modeling Specialist,urban,0.02%,2
291,Czechia,Data Officer,urban,0.05%,4
292,Czechia,Data Operations Director,rural,0.01%,1
293,Czechia,Data Operations Director,urban,0.02%,2
294,Czechia,Data Processing Auditor,urban,0.01%,1
295,Czechia,Data Processing Auxiliary Equipment Operator,urban,0.01%,1
296,Czechia,Data Processing Equipment Repairer,urban,0.01%,1
297,Czechia,Data Processing Manager,urban,0.01%,1
298,Czechia,Data Processing Mechanic,rural,0.01%,1
299,Czechia,Data Processing Services Sales Representative,urban,0.01%,1
300,Czechia,Data Processing Systems Analyst,rural,0.01%,1
301,Czechia,Data Processing Systems Analyst,urban,0.02%,2
302,Czechia,Data Processing Systems Project Planner,rural,0.02%,2
303,Czechia,Data Sciences Director,urban,0.01%,1
304,Czechia,Data Scientist,rural,0.01%,1
305,Czechia,Data Security Analyst,urban,0.02%,2
306,Czechia,Data Storage Specialist,rural,0.02%,2
307,Czechia,Data Storage Specialist,urban,0.01%,1
308,Czechia,Data Systems Manager,rural,0.01%,1
309,Czechia,Data Technician,urban,0.01%,1
310,Czechia,Data Warehouse Analyst,urban,0.02%,2
311,Czechia,Data Warehouse Architect,rural,0.01%,1
312,Czechia,Data Warehouse Architect,urban,0.01%,1
313,Czechia,Data Warehouse Developer,urban,0.01%,1
314,Czechia,Data Warehousing Engineer,urban,0.01%,1
315,Czechia,Data Warehousing Manager,urban,0.02%,2
316,Czechia,Data Warehousing Specialist,urban,0.01%,1
317,Czechia,Database Administration Associate,urban,0.01%,1
318,Czechia,Database Administrator (DBA),rural,0.01%,1
319,Czechia,Database Architect,rural,0.01%,1
320,Czechia,Database Architect,urban,0.01%,1
321,Czechia,Database Consultant,urban,0.04%,3
322,Czechia,Database Coordinator,urban,0.02%,2
323,Czechia,Database Designer,urban,0.01%,1
324,Czechia,Database Development Project Manager,rural,0.01%,1
325,Czechia,Database Development and Administration Project Manager,rural,0.01%,1
326,Czechia,Database Engineer,rural,0.01%,1
327,Czechia,Database Engineer,urban,0.02%,2
328,Czechia,Database Management System Specialist (DBMS Specialist),urban,0.01%,1
329,Czechia,Database Marketing Analyst,urban,0.01%,1
330,Czechia,Database Security Administrator,rural,0.01%,1
331,Czechia,Database Security Administrator,urban,0.02%,2
332,Czechia,Database Security Expert,urban,0.02%,2
333,Czechia,Database Software Technician,rural,0.01%,1
334,Czechia,Database Software Technician,urban,0.02%,2
335,Czechia,Database Specialist,urban,0.01%,1
336,Czechia,Database Tester,urban,0.02%,2
337,Czechia,Databases Computer Consultant,urban,0.02%,2
338,Czechia,Databases Software Consultant,rural,0.01%,1
339,Czechia,Director of Data Operations,urban,0.04%,3
340,Czechia,Electronic Data Processing Auditor (EDP Auditor),urban,0.01%,1
341,Czechia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",urban,0.01%,1
342,Czechia,Flight Test Data Acquisition Technician,rural,0.01%,1
343,Czechia,GPS Field Data Collector (Global Positioning System Field Data Collector),rural,0.01%,1
344,Czechia,Geographic Information Systems Data Administrator (GIS Data Administrator),urban,0.01%,1
345,Czechia,Geographic Information Systems Data Manager (GIS Data Manager),urban,0.01%,1
346,Czechia,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,0.02%,2
347,Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),rural,0.01%,1
348,Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),urban,0.01%,1
349,Czechia,Head of Information Systems and Data Processing,urban,0.04%,3
350,Czechia,Health Data Analyst,urban,0.01%,1
351,Czechia,Internet Database Specialist,urban,0.05%,4
352,Czechia,Maintenance Data Analyst,urban,0.01%,1
353,Czechia,Marketing Database Analyst,urban,0.01%,1
354,Czechia,Micro Computer Data Processor,urban,0.01%,1
355,Czechia,Naval Tactical Data System--Combat Information Center Officer,rural,0.01%,1
356,Czechia,"Naval Tactical Data System--Combat Information Center Watch Officer, General",urban,0.01%,1
357,Czechia,Oracle Database Administrator (Oracle DBA),rural,0.01%,1
358,Czechia,Oracle Database Administrator (Oracle DBA),urban,0.02%,2
359,Czechia,SCADA Technician (Supervisory Control and Data Acquisition Technician),urban,0.01%,1
360,Czechia,SQL Database Administrator,urban,0.01%,1
361,Czechia,Unemployed,rural,0.28%,23
362,Czechia,Unemployed,urban,0.44%,36
363,Denmark,Automatic Data Processing Planner,rural,0.01%,1
364,Denmark,Automatic Data Processing Planner,urban,0.01%,1
365,Denmark,Automatic Data Processing Planner (ADP Planner),urban,0.02%,2
366,Denmark,Automatic Data Processing Systems Security Specialist (ADP Systems Security),rural,0.01%,1
367,Denmark,Clinical Data Manager,rural,0.01%,1
368,Denmark,Data Architect,rural,0.01%,1
369,Denmark,Data Base Design Analyst,urban,0.01%,1
370,Denmark,Data Communications Software Consultant,rural,0.01%,1
371,Denmark,Data Communications Software Consultant,urban,0.04%,3
372,Denmark,Data Coordinator,urban,0.02%,2
373,Denmark,Data Keyer,rural,0.01%,1
374,Denmark,Data Management Information Technology Specialist,urban,0.01%,1
375,Denmark,Data Manager,urban,0.01%,1
376,Denmark,Data Officer,rural,0.01%,1
377,Denmark,Data Officer,urban,0.04%,3
378,Denmark,Data Operations Director,urban,0.01%,1
379,Denmark,Data Processing Auditor,urban,0.01%,1
380,Denmark,Data Processing Consultant,urban,0.02%,2
381,Denmark,Data Processing Manager,urban,0.01%,1
382,Denmark,Data Scientist,urban,0.01%,1
383,Denmark,Data Storage Specialist,urban,0.02%,2
384,Denmark,Data Systems Manager,urban,0.01%,1
385,Denmark,Data Transcriber,urban,0.01%,1
386,Denmark,Data Typist,urban,0.01%,1
387,Denmark,Data Warehouse Analyst,rural,0.01%,1
388,Denmark,Data Warehouse Architect,rural,0.01%,1
389,Denmark,Data Warehouse Architect,urban,0.01%,1
390,Denmark,Data Warehouse Developer,urban,0.01%,1
391,Denmark,Data Warehouse Specialist,rural,0.01%,1
392,Denmark,Data Warehousing Specialist,rural,0.01%,1
393,Denmark,Database Administration Associate,urban,0.01%,1
394,Denmark,Database Consultant,urban,0.01%,1
395,Denmark,Database Coordinator,rural,0.01%,1
396,Denmark,Database Coordinator,urban,0.01%,1
397,Denmark,Database Designer,urban,0.01%,1
398,Denmark,Database Development and Administration Project Manager,urban,0.02%,2
399,Denmark,Database Engineer,rural,0.01%,1
400,Denmark,Database Management System Specialist (DBMS Specialist),rural,0.01%,1
401,Denmark,Database Management System Specialist (DBMS Specialist),urban,0.01%,1
402,Denmark,Database Modeler,urban,0.01%,1
403,Denmark,Database Security Expert,rural,0.01%,1
404,Denmark,Database Security Expert,urban,0.01%,1
405,Denmark,Database Specialist,urban,0.04%,3
406,Denmark,Database Tester,urban,0.02%,2
407,Denmark,Databases Computer Consultant,urban,0.01%,1
408,Denmark,Director of Data Operations,urban,0.01%,1
409,Denmark,Electronic Data Interchange System Developer (EDI System Developer),urban,0.02%,2
410,Denmark,Electronic Data Processing Auditor (EDP Auditor),urban,0.01%,1
411,Denmark,Field Traffic Data Technician,urban,0.01%,1
412,Denmark,Health Data Analyst,urban,0.01%,1
413,Denmark,Internet Database Specialist,rural,0.01%,1
414,Denmark,Medical Data Analyst,urban,0.01%,1
415,Denmark,Oracle Database Administrator (Oracle DBA),urban,0.04%,3
416,Denmark,SQL Database Administrator,urban,0.01%,1
417,Denmark,Survey Data Technician,rural,0.01%,1
418,Denmark,Survey Data Technician,urban,0.01%,1
419,Denmark,Unemployed,rural,0.11%,9
420,Denmark,Unemployed,urban,0.47%,39
421,Estonia,Data Base Design Analyst,urban,0.01%,1
422,Estonia,Data Collection Technician,urban,0.01%,1
423,Estonia,Data Entry Supervisor,urban,0.01%,1
424,Estonia,Data Management Information Technology Specialist,urban,0.01%,1
425,Estonia,Data Operations Director,urban,0.01%,1
426,Estonia,Data Processing Supervisor,urban,0.01%,1
427,Estonia,Database Administration Manager,urban,0.01%,1
428,Estonia,Database Manager,urban,0.01%,1
429,Estonia,Director of Data Operations,urban,0.01%,1
430,Estonia,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,0.01%,1
431,Estonia,Unemployed,urban,0.1%,8
432,Finland,Automatic Data Processing Customer Liaison (ADP Customer Liaison),urban,0.01%,1
433,Finland,Automatic Data Processing Planner (ADP Planner),urban,0.01%,1
434,Finland,Clinical Data Management Manager (CDM Manager),urban,0.01%,1
435,Finland,Computer or Data Processing Systems Consultant,rural,0.01%,1
436,Finland,Computer or Data Processing Systems Consultant,urban,0.01%,1
437,Finland,Data Administrator,urban,0.01%,1
438,Finland,Data Analysis Assistant,urban,0.01%,1
439,Finland,Data Architect,rural,0.01%,1
440,Finland,Data Collection Technician,urban,0.01%,1
441,Finland,Data Communications Analyst,urban,0.01%,1
442,Finland,Data Coordinator,urban,0.04%,3
443,Finland,Data Entry Representative,urban,0.01%,1
444,Finland,Data Management Information Technology Specialist,urban,0.01%,1
445,Finland,Data Manager,urban,0.01%,1
446,Finland,Data Modeling Specialist,urban,0.02%,2
447,Finland,Data Officer,rural,0.01%,1
448,Finland,Data Officer,urban,0.02%,2
449,Finland,Data Operations Director,urban,0.01%,1
450,Finland,Data Processing Auditor,urban,0.02%,2
451,Finland,Data Processing Consultant,urban,0.01%,1
452,Finland,Data Processing Manager,urban,0.01%,1
453,Finland,Data Processing Mechanic,urban,0.01%,1
454,Finland,Data Processing Systems Analyst,rural,0.01%,1
455,Finland,Data Reduction Technician,urban,0.02%,2
456,Finland,Data Scientist,rural,0.01%,1
457,Finland,Data Security Analyst,urban,0.01%,1
458,Finland,Data Storage Specialist,rural,0.01%,1
459,Finland,Data Transcriber,urban,0.01%,1
460,Finland,Data Warehouse Developer,urban,0.01%,1
461,Finland,Data Warehousing Engineer,urban,0.01%,1
462,Finland,Data Warehousing Manager,rural,0.01%,1
463,Finland,Data Warehousing Specialist,rural,0.01%,1
464,Finland,Database Administration Associate,urban,0.01%,1
465,Finland,Database Administration Manager,urban,0.04%,3
466,Finland,Database Consultant,urban,0.01%,1
467,Finland,Database Coordinator,urban,0.01%,1
468,Finland,Database Development Project Manager,urban,0.01%,1
469,Finland,Database Development and Administration Project Manager,urban,0.01%,1
470,Finland,Database Manager,urban,0.01%,1
471,Finland,Database Marketing Analyst,urban,0.04%,3
472,Finland,Database Software Technician,urban,0.02%,2
473,Finland,Database Specialist,urban,0.01%,1
474,Finland,Database Tester,urban,0.02%,2
475,Finland,Databases Computer Consultant,rural,0.01%,1
476,Finland,Databases Computer Consultant,urban,0.01%,1
477,Finland,Databases Software Consultant,urban,0.01%,1
478,Finland,Datastage Developer,urban,0.01%,1
479,Finland,Director of Data Operations,urban,0.02%,2
480,Finland,Electronic Data Processing Auditor (EDP Auditor),urban,0.02%,2
481,Finland,Field Artillery Automated Tactical Data System Specialist,rural,0.01%,1
